total_qty,uom,guid,createdAt,startdatetime
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,003d6e4f-9cde-07dd-e0e6-103618f1a376,2023-06-13 20:03:09+00,2023-06-13 18:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0052abc5-2fd9-b01b-9e5f-01b90db203eb,2023-06-02 18:02:49+00,2023-06-02 16:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0090bbe3-0ba7-4109-4033-435833a967d6,2023-04-14 05:03:12+00,2023-04-14 03:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00d05a39-4329-dd38-22a6-e9d3d3991e9d,2023-05-26 06:02:28+00,2023-05-26 04:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00fe7aa7-aabc-0541-5e33-3a7ea6e6b8a1,2023-05-12 02:02:48+00,2023-05-12 00:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01408928-e833-aa6a-d79c-a024a97147db,2023-06-10 14:02:46+00,2023-06-10 12:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,014af365-94f5-271b-f345-fe75b38d4f59,2023-06-03 14:03:10+00,2023-06-03 12:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01526f7b-1fec-3c73-00d1-595e577a6fc5,2023-05-29 06:03:18+00,2023-05-29 04:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01c69996-9b93-db17-2dd4-087840f90029,2023-04-09 13:03:24+00,2023-04-09 11:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01c9a436-599a-bb30-bceb-96285761e192,2023-05-08 15:03:09+00,2023-05-08 13:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01d888da-9fd0-041f-ce7a-7c330d7cb754,2023-05-17 19:02:35+00,2023-05-17 17:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01ef148c-0853-9c5e-035d-0aae4d836137,2023-04-15 07:03:21+00,2023-04-15 05:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01efa0d7-fa59-15db-2464-0120f4d380bf,2023-06-05 07:03:16+00,2023-06-05 05:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01ff071c-9e22-0a49-24cc-ee186fb12e21,2023-04-17 23:03:16+00,2023-04-17 21:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01ffabd8-93fd-529b-cc12-e0668b608741,2023-04-29 19:03:10+00,2023-04-29 17:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0207280d-c9ae-470f-451e-d406453c9482,2023-06-08 20:03:29+00,2023-06-08 18:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02187b1a-bc97-df27-4628-c318f8ebebaf,2023-04-08 13:03:10+00,2023-04-08 11:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,025a5eba-bb4b-138d-fe30-13e16d855933,2023-05-15 09:03:17+00,2023-05-15 07:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,028de216-d721-657c-d207-f4d8f7527758,2023-06-16 15:03:27+00,2023-06-16 13:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02b8dc5e-bee8-1c02-c241-1154abab665b,2023-06-10 20:03:03+00,2023-06-10 18:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02bab82c-3cde-c303-a549-962e44073e17,2023-03-27 05:02:37+00,2023-03-27 03:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02c79cd0-ab25-fa59-7dc7-2f9908b0165c,2023-05-05 01:02:46+00,2023-05-04 23:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,031db0f9-58e1-7f2f-91ed-1eb53453f3fd,2023-06-08 00:03:42+00,2023-06-07 22:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,033390a4-512c-a36c-3771-94efb72026ad,2023-06-11 03:03:37+00,2023-06-11 01:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,038ab0a7-1ee9-2e3a-4f0e-643d42631ac0,2023-04-01 14:03:23+00,2023-04-01 12:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,039403ad-b77d-b765-8199-6deff47d732e,2023-04-12 14:02:58+00,2023-04-12 12:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03c5b839-576d-c390-a72c-a94857d7decb,2023-04-04 15:03:02+00,2023-04-04 13:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0466e824-f671-b977-ebef-939dbb8ecfba,2023-05-22 18:02:38+00,2023-05-22 16:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0487b9c7-e8d3-31c2-cd1f-a71e18e2ec8b,2023-05-08 08:03:12+00,2023-05-08 06:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0493819c-afb6-c815-2b88-2f6768063fa4,2023-06-01 06:03:09+00,2023-06-01 04:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04d46af2-44cb-ffa7-04e7-74cad41cbc27,2023-05-08 23:03:34+00,2023-05-08 21:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04f30201-b372-06bc-94a4-35bd1e33bd14,2023-06-13 22:03:19+00,2023-06-13 20:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05103669-04e7-309a-b1db-6fb6ac82d647,2023-05-26 18:02:32+00,2023-05-26 16:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05426a19-3e67-e763-14a4-f5fc4379ea00,2023-04-15 19:03:06+00,2023-04-15 17:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0545ebab-49f7-9951-15b8-046985c86876,2023-05-20 01:02:33+00,2023-05-19 23:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0554e347-5c34-bacc-6953-2e26a5a6ad14,2023-05-08 03:02:43+00,2023-05-08 01:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05563c94-3e80-b1f8-6e8d-6a131a909956,2023-03-25 20:02:45+00,2023-03-25 18:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05636c34-1bc4-2979-fbe3-01c4a35ec742,2023-05-04 05:02:59+00,2023-05-04 03:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05685869-fcdc-aad0-6dd6-f779b66be026,2023-04-06 12:02:58+00,2023-04-06 10:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,056fd442-5f65-8849-ff63-66c0e7a9591e,2023-04-19 17:02:36+00,2023-04-19 15:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05800544-8f62-3538-6d1f-f8134e1c74d8,2023-05-29 09:03:17+00,2023-05-29 07:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,059e126f-c9d4-9abc-7a97-2685cad643bf,2023-05-28 19:03:24+00,2023-05-28 17:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05b23c2a-8ee1-e2fd-d168-43fe85c85e5b,2023-03-29 02:03:18+00,2023-03-29 00:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05ca4e54-7bab-b115-7df4-f272f2812153,2023-06-17 20:03:33+00,2023-06-17 18:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05e5e7bf-e3e9-630b-76fc-69cdfcbfa213,2023-06-07 22:02:44+00,2023-06-07 20:00:00+00
8,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05fe2591-e105-7141-3c13-dcc06d7220d7,2023-04-18 20:04:45+00,2023-04-18 18:00:00+00
