total_qty,uom,guid,createdAt,startdatetime
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,00038a4d-a61a-4988-0212-46a440a3fe57,2023-05-21 19:01:09+00,2023-05-21 17:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,00059035-e8dc-f771-4747-14b7d90c3444,2023-03-27 02:01:24+00,2023-03-27 00:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0014daad-8c50-360b-71ea-728d2e71630a,2023-05-20 06:01:37+00,2023-05-20 04:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,001b0506-eb35-10ac-895d-09c8be438b81,2023-03-28 06:01:48+00,2023-03-28 04:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,0025c3e4-d1a4-fe89-1fd6-da69a7a1eb82,2023-03-30 08:01:42+00,2023-03-30 06:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0043ac08-e819-1dd4-fc16-e92698fb1e0e,2023-05-29 06:01:48+00,2023-05-29 04:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,005075a8-7d59-f853-cc56-bf9bb7643659,2023-02-06 05:01:48+00,2023-02-06 03:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,0060c737-42c1-1b94-ec7a-cca7227a21cb,2023-03-19 12:01:24+00,2023-03-19 10:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,00629ae7-3462-08bd-2f38-bd67a79313b2,2023-03-09 17:01:32+00,2023-03-09 15:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0064e379-42ff-e843-dd8b-c94102400058,2023-06-06 16:01:46+00,2023-06-06 14:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,006543ff-512d-f69e-68a7-04773386a94c,2023-03-24 17:01:33+00,2023-03-24 15:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,007715cf-870c-d982-bfca-609481a54b66,2023-04-20 01:01:45+00,2023-04-19 23:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,00aaeb8f-ef67-2256-962e-d46dece3bc03,2023-03-02 16:01:38+00,2023-03-02 14:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,00bcb451-b1e8-ded7-c071-681d569b1cb4,2023-05-16 12:01:46+00,2023-05-16 10:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,00d8fa83-577a-718c-8235-371a30bad815,2023-02-15 15:01:46+00,2023-02-15 13:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,00dbd2a0-8cdf-3251-cc20-5824bf1a19b1,2023-05-09 03:01:12+00,2023-05-09 01:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,00ebdc6d-3535-aa36-34fa-3472c73fb7d8,2023-06-04 09:01:35+00,2023-06-04 07:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0105e6d0-5208-2b8b-03a5-88e733ccef4f,2023-06-05 17:01:28+00,2023-06-05 15:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,010c3cb8-dcac-f6c1-4c67-8e718120c5ac,2023-02-17 15:01:32+00,2023-02-17 13:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,0111ef00-245e-be7d-bc9c-e537dba16333,2023-02-10 08:01:07+00,2023-02-10 06:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0118da66-c1e6-b7fe-ab2a-8786a8c77097,2023-05-21 14:01:13+00,2023-05-21 12:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,0125491f-4c9b-f5a0-b8b7-cded37cf0506,2023-03-27 23:01:42+00,2023-03-27 21:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,012dcd87-87cc-1160-ccc0-79396322b333,2023-03-12 06:01:15+00,2023-03-12 04:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,0130f3fc-6950-e5b5-cee6-5a61af50d366,2023-03-15 06:01:39+00,2023-03-15 04:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0132d98a-ca5c-f036-5af7-f441759c04b9,2023-05-03 17:01:35+00,2023-05-03 15:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,0147611b-6ab3-54fb-efc0-ea8ebaf47ea3,2023-05-23 17:01:07+00,2023-05-23 15:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,015c4704-4ea9-274f-22cf-13b538d59d32,2023-02-04 22:01:45+00,2023-02-04 20:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,01675e84-35eb-d6a2-1e6d-10cb32a8744b,2023-03-16 02:01:07+00,2023-03-16 00:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,016bbbc0-2116-bfef-0cba-9737cf1152c8,2023-04-28 22:01:29+00,2023-04-28 20:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,01753151-f83a-2480-a36d-f6847617cb45,2023-02-08 14:01:48+00,2023-02-08 12:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,017ef8fc-c321-f19a-319d-31aaf240f77a,2023-03-30 01:01:21+00,2023-03-29 23:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,019a9430-61c4-ab78-d414-4a6703876108,2023-05-04 09:01:01+00,2023-05-04 07:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,019dbe25-49a8-b4d3-72b6-b380eb8248c6,2023-05-26 05:01:14+00,2023-05-26 03:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,01a2ed2e-4f70-9d9e-101d-6a8d20bbba66,2023-05-10 03:00:58+00,2023-05-10 01:00:00+00
585,DRAAS_DIAMOND_GB_MEMORY_UK_1,01b4e0ed-4a34-d7fa-9c00-57c8afb14a29,2023-02-06 07:01:33+00,2023-02-06 05:00:00+00
591,DRAAS_DIAMOND_GB_MEMORY_UK_1,01e3b5af-757d-060c-29ca-00a237e2ab8e,2023-03-09 03:01:36+00,2023-03-09 01:00:00+00
587,DRAAS_DIAMOND_GB_MEMORY_UK_1,01e86f56-1663-51c4-26fe-fe4697071ce5,2023-05-11 15:01:17+00,2023-05-11 13:00:00+00
