total_qty,uom,guid,createdAt,startdatetime
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00278713-3adf-f498-d56c-071552e237d9,2023-02-20 10:01:21+00,2023-02-20 08:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,003046b4-c233-a4ef-d8e6-b91bc20d7cf5,2023-04-20 00:01:38+00,2023-04-19 22:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,004a1a88-30b8-b706-9e50-6cd94e81dfaf,2023-05-20 09:01:13+00,2023-05-20 07:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00521312-e2e9-e801-c388-dbf000d89d9f,2023-03-06 18:01:31+00,2023-03-06 16:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,005ddda9-e020-2341-5564-96608c1a52e9,2023-04-13 01:01:42+00,2023-04-12 23:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,006128c5-48cf-eaf5-f31e-cb690ebcc2c7,2023-03-22 23:01:35+00,2023-03-22 21:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,0073cbae-9905-583f-801a-9f2c338241b8,2023-06-20 11:01:21+00,2023-06-20 09:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,007c84b7-9dc1-ea31-329c-30dfc300d57f,2023-04-19 12:01:33+00,2023-04-19 10:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,007f9e07-6b24-b56a-f142-948342da24a3,2023-06-11 13:01:28+00,2023-06-11 11:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,009376b0-c9c7-a357-225e-206b1229f9c0,2023-06-14 07:01:51+00,2023-06-14 05:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00ab9fee-b7c0-23e5-a062-1b756c4d3236,2023-06-15 03:01:32+00,2023-06-15 01:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00c3a588-c7df-cb5d-437f-f7578be50a7b,2023-06-20 08:01:29+00,2023-06-20 06:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00ed09ac-097c-7b5b-b04d-054027611817,2023-03-11 00:01:38+00,2023-03-10 22:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,00ef9d5d-49f7-4063-86a4-3dae169a6219,2023-05-11 07:01:49+00,2023-05-11 05:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,0104d7b2-2f29-e782-441d-263d9c1c96b3,2023-03-18 17:01:28+00,2023-03-18 15:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,012659a3-5097-8e36-f551-a4c97682fb73,2023-03-04 06:01:21+00,2023-03-04 04:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,0143cf88-0b3a-b24b-b34c-8aab32908324,2023-04-03 03:01:38+00,2023-04-03 01:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,015b7611-70e5-455c-e6d6-45d2f5f7bd0b,2023-02-09 02:01:37+00,2023-02-09 00:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,015c66f3-0603-8fe8-3537-30c1f8b088d4,2023-02-10 08:01:30+00,2023-02-10 06:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,015ef1e3-6218-a9cb-316e-6fb7056e90bc,2023-05-12 12:01:41+00,2023-05-12 10:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,01911c4b-f41d-7573-2bde-a14ce469aa8f,2023-03-09 04:01:33+00,2023-03-09 02:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,019afe33-a09d-8145-f4b6-09f6d0676e54,2023-05-30 05:01:20+00,2023-05-30 03:00:00+00
322,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,01b2a12a-f970-1638-229c-aa9140ed346d,2023-04-23 19:01:23+00,2023-04-23 17:00:00+00
194,DRAAS_GOLD_GB_MEMORY_EU_GERMANY_1,01b2de01-1d3e-f2d6-da2a-83980051bb43,2023-03-03 14:01:14+00,2023-03-03 12:00:00+00
