total_qty,uom,guid,createdAt,startdatetime
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0079a4c7-71e5-7c24-bbfd-4f539653d4fe,2023-06-20 14:03:02+00,2023-06-20 12:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,023b95a3-54d9-59f9-4d96-a27206dd7c61,2023-06-19 21:03:12+00,2023-06-19 19:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,02f5512a-5e7c-0762-d31a-1d188428078a,2023-06-14 05:03:14+00,2023-06-14 03:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0437462a-5cf1-2df1-13b4-5cd8193bd318,2023-06-21 20:03:08+00,2023-06-21 18:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,04c2fc0b-968f-2a5e-8039-0996e77b5d6c,2023-06-18 20:02:41+00,2023-06-18 18:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,04c74858-970d-8aa0-5ff6-8f98f1526f2f,2023-06-13 20:02:46+00,2023-06-13 18:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,057f4c17-7b4b-7927-6b15-b81dabf91c96,2023-06-20 12:03:37+00,2023-06-20 10:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,05c9d4ed-5c08-4f84-8df5-effa0863f11c,2023-06-21 18:04:04+00,2023-06-21 16:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,06539be2-cab8-ff50-7c82-3773fbde36fe,2023-06-20 16:03:32+00,2023-06-20 14:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,066fddf3-5e71-8b56-6286-22e331b0790c,2023-06-13 15:03:23+00,2023-06-13 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,08b2acad-8261-ad1e-f506-1eff47c9b08f,2023-06-18 16:03:18+00,2023-06-18 14:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,090cba7d-483f-343f-936a-85cfe70b5ab5,2023-06-13 14:03:14+00,2023-06-13 12:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0949e249-be36-0b33-bd95-48fed5e82d39,2023-06-17 06:03:11+00,2023-06-17 04:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0a40db45-6055-b527-0d68-a9797fef21c3,2023-06-17 05:03:06+00,2023-06-17 03:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0a6152a8-a981-c82b-5c93-89b8cdb5ae27,2023-06-12 21:03:30+00,2023-06-12 19:00:00+00
12,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0b0b170c-fb78-15a7-6e4d-aeca38954e8c,2023-06-15 00:02:43+00,2023-06-14 22:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0d1eae6b-5bfb-9d8c-4c3f-3c93626041c1,2023-06-21 01:03:01+00,2023-06-20 23:00:00+00
4,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,0db9463d-5770-0133-664b-78010f061de9,2023-06-14 18:03:21+00,2023-06-14 16:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,10d70188-e062-735d-2a49-e44e317f3d77,2023-06-19 07:03:00+00,2023-06-19 05:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,147414cb-9182-a1ec-e8b3-baefe469f130,2023-06-20 15:02:44+00,2023-06-20 13:00:00+00
28,DRAAS_DIAMOND_GB_MEMORY_EU_GERMANY_1,15f0bb77-e451-c5f4-e4bf-e456ba71677c,2023-06-21 10:03:27+00,2023-06-21 08:00:00+00
