total_qty,uom,guid,createdAt,startdatetime
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,000cee2f-0656-eb5d-fb7d-09cf8ed06449,2023-04-10 16:02:49+00,2023-04-10 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,000e09af-2c69-cfbb-dba2-1b3fda618cee,2023-06-05 04:02:51+00,2023-06-05 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,004620b2-a91a-d49e-2b30-24ffb12334a2,2023-02-10 05:03:10+00,2023-02-10 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,006cae7e-de2c-9ffd-bf83-2e4300a84122,2023-04-29 11:02:50+00,2023-04-29 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00732108-aea9-aa60-f5b1-82470192e53b,2023-04-17 04:03:17+00,2023-04-17 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00785340-07c0-6ba1-1ee0-88c995caa6e6,2023-04-10 08:03:19+00,2023-04-10 06:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,007f12b2-c431-6060-b463-786eb18eab46,2023-04-12 15:02:27+00,2023-04-12 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0091970b-0f23-9c27-b4a6-44fbd25cde69,2023-03-31 01:03:10+00,2023-03-30 23:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0093715e-c00f-28aa-19d0-068d3fa24894,2023-03-10 11:03:22+00,2023-03-10 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,009e4b30-6e19-867e-d8dc-65f1fb1a169d,2023-03-09 00:02:44+00,2023-03-08 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00a2e018-9ad6-dfbb-e638-3c0bb58b8195,2023-05-02 02:02:34+00,2023-05-02 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00abfbcb-821c-8bbe-838a-6ccd80703fcf,2023-02-21 08:02:39+00,2023-02-21 06:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00b65981-47b2-a92a-3ebe-ac10a0fbf978,2023-06-01 19:03:27+00,2023-06-01 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00c9efc6-f3a0-cda3-514c-45579ff2ae31,2023-06-21 11:02:35+00,2023-06-21 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00cbcdc8-0222-d857-9c45-c254151e6b99,2023-02-27 06:03:05+00,2023-02-27 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00e835f1-8916-e670-6502-a841c10cd9da,2023-05-17 06:02:27+00,2023-05-17 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00e89a59-b400-52de-2611-9b38fc0ea895,2023-03-29 03:02:36+00,2023-03-29 01:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00f3a097-48d6-628c-7106-6d257098af21,2023-03-25 14:02:26+00,2023-03-25 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,011aceb0-c6b7-1c37-e3ff-100ff3dc48dc,2023-03-11 04:02:55+00,2023-03-11 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01210a8e-38c4-bc3e-f6fa-b773c7e7ca13,2023-05-10 00:02:53+00,2023-05-09 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01309059-572c-5634-1d35-39b9d087ee93,2023-03-14 14:02:24+00,2023-03-14 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,013176bd-b67d-2497-6c3d-03fd84c02180,2023-04-13 02:02:37+00,2023-04-13 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0134b2a6-8660-d824-a113-ead45489022f,2023-04-28 16:02:28+00,2023-04-28 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,015c1266-63bb-7331-396f-cf20238c7dcb,2023-03-04 05:03:10+00,2023-03-04 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,018ca15d-5dd7-bb9b-8e57-401d023d0702,2023-05-22 20:02:42+00,2023-05-22 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,018fc383-6130-aa03-aed9-ea1b10bf61b2,2023-02-27 02:03:13+00,2023-02-27 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01912d7c-9ed5-85d6-dd1a-48a2e1be3029,2023-05-03 06:02:25+00,2023-05-03 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,019224e7-6dc5-280f-d41e-5dbf68562d19,2023-06-16 12:03:12+00,2023-06-16 10:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,019667be-c5ca-6911-4619-2ba1a3bba96f,2023-04-27 03:02:32+00,2023-04-27 01:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01c5e92c-37ce-c35b-3a82-056b1f0082fd,2023-06-06 13:03:19+00,2023-06-06 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01ed1022-5fb8-253c-42aa-893ef177fd2e,2023-03-01 21:03:02+00,2023-03-01 19:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,020dbc69-d44c-0b24-ad86-a92282285fb4,2023-06-10 06:02:49+00,2023-06-10 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,022c32c8-3925-a5b3-2bef-31d6e1325a61,2023-02-10 02:03:06+00,2023-02-10 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02360e1b-78b0-be13-9141-66ecf1ca7631,2023-02-05 19:03:03+00,2023-02-05 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,024cc8b6-961d-5aeb-0751-35d2c7dff977,2023-02-10 19:02:58+00,2023-02-10 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02579c9d-dca0-e22d-1fb2-385a1109b437,2023-04-24 14:02:45+00,2023-04-24 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0257d25c-a86e-a0ca-1d3e-28974323d7d3,2023-05-03 23:02:37+00,2023-05-03 21:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,025cb323-0cd4-f063-e84b-234a180d93ff,2023-05-22 04:02:29+00,2023-05-22 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0279a4b9-6d29-482d-bd1d-49f8a2fb4528,2023-06-10 10:03:34+00,2023-06-10 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02a40bfe-5b6a-0157-8a19-6261f0eda14d,2023-02-25 10:02:40+00,2023-02-25 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02c0d63b-ff2d-f4f1-b172-c63e7a5ccc1a,2023-04-02 22:03:03+00,2023-04-02 20:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02c417b8-571b-606b-9136-9560521d3a38,2023-06-21 15:02:39+00,2023-06-21 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02c6d628-0ce1-f929-3f01-d62dcac15a6a,2023-05-15 08:03:06+00,2023-05-15 06:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02e158e3-e26c-5269-1616-0a3731f8aece,2023-05-21 00:02:39+00,2023-05-20 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02e73c40-e331-a1d4-46e3-e7a77c408249,2023-04-20 09:03:10+00,2023-04-20 07:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,030a0efb-0006-91af-884c-f79cc48a29fe,2023-04-01 06:02:41+00,2023-04-01 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,031e32c8-8607-1d75-1e85-547f79c5f99f,2023-05-03 07:02:32+00,2023-05-03 05:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03283c7b-396f-94af-912b-f2e19e76b41a,2023-06-11 19:02:36+00,2023-06-11 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03299589-1964-e7f3-b64b-9bb6fa818365,2023-02-28 12:03:20+00,2023-02-28 10:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03395375-9726-6569-5716-520a022e79af,2023-05-23 20:02:41+00,2023-05-23 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03519961-9bf0-4c9c-0ff7-55408756a36a,2023-03-03 21:02:48+00,2023-03-03 19:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0352876c-dbce-8184-0cc5-3658ee2443f0,2023-05-01 11:02:40+00,2023-05-01 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,035e885e-4d52-d398-4edc-ff7f9f1ed96f,2023-06-04 03:02:45+00,2023-06-04 01:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0371b876-56bd-714c-3178-69990d844c2b,2023-03-22 15:02:46+00,2023-03-22 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0373c338-f6e4-79d9-4850-7d4bca462d1c,2023-02-09 05:02:39+00,2023-02-09 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0374d8a2-f422-2324-1fe5-882e7bcb4357,2023-06-18 08:02:36+00,2023-06-18 06:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,037e670d-dc84-d7b2-ffc6-3c02bda41c7d,2023-02-16 04:02:38+00,2023-02-16 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,038ec3b4-6090-f0fa-71cc-2e861ccdf3f7,2023-03-02 12:02:48+00,2023-03-02 10:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,039b4bd1-402a-f0a5-6cb8-40e5a9191228,2023-03-05 11:02:42+00,2023-03-05 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,039f3a28-f3d6-095a-dd4a-930fbf4a46ca,2023-03-02 23:03:15+00,2023-03-02 21:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03a09bef-7d1d-b92d-e066-13efb97c8e91,2023-02-23 00:03:12+00,2023-02-22 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03b12437-5c5b-3ac8-91b5-a0d34dde7c27,2023-02-12 16:02:32+00,2023-02-12 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03b55cc0-667f-c714-38ed-08f71f7822ba,2023-02-06 23:03:13+00,2023-02-06 21:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03bff68c-9a0b-6e07-0779-ba08faac1977,2023-03-11 20:02:59+00,2023-03-11 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03c17321-e932-1031-8519-23f73c3b3df7,2023-04-04 09:02:25+00,2023-04-04 07:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03cd5ecd-8346-0fef-17fe-29c63c4c0faa,2023-03-20 02:02:25+00,2023-03-20 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03d8c0d6-1068-b099-4629-1c6449ef0448,2023-04-24 13:02:30+00,2023-04-24 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03e401bf-5084-31af-1a2d-cc154736eb3e,2023-05-05 11:02:15+00,2023-05-05 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03f173f3-3623-84ca-4bf2-b662194ef6eb,2023-02-27 13:03:13+00,2023-02-27 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,041405c4-14c9-f9c0-b8ea-fd07afb937fa,2023-02-23 11:03:43+00,2023-02-23 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0425d50f-c412-2af0-1067-f1af21332c3b,2023-05-27 07:02:46+00,2023-05-27 05:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04334108-75bd-aaed-3ef7-21124f62ce21,2023-03-10 10:03:11+00,2023-03-10 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04336981-f9b9-dc2a-0f07-4593804391b3,2023-02-15 15:02:59+00,2023-02-15 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0452e2fd-9795-5bd4-bd3e-64a0249790db,2023-03-02 20:03:07+00,2023-03-02 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0489e0a1-6f24-703f-5c8f-3aff6ac52334,2023-05-18 01:02:24+00,2023-05-17 23:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04a28265-6517-18ee-f678-61a9f1d4cd99,2023-03-17 22:02:18+00,2023-03-17 20:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04a5641f-8768-6749-b8ea-d9c1fabd4e8e,2023-04-08 20:02:31+00,2023-04-08 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04a56c62-bd75-577c-49c2-d3081b5d8804,2023-02-04 05:03:26+00,2023-02-04 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04ccb162-0b57-4f00-d4f3-dfabf4601e51,2023-03-19 11:02:43+00,2023-03-19 09:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04dd8ad1-c768-84de-40b5-d8ad54b69f1b,2023-05-24 04:02:27+00,2023-05-24 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04e6d209-e59c-ee6b-b1d5-907c7a9a7c36,2023-05-29 10:03:11+00,2023-05-29 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,04f2fe0d-da53-5fd7-3cc4-73e20022d4dd,2023-03-17 23:02:55+00,2023-03-17 21:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,051a6135-6774-1129-536e-102fa490229b,2023-03-12 16:03:01+00,2023-03-12 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,051cd73e-8d53-828e-7bd3-71add854d71e,2023-02-17 02:02:47+00,2023-02-17 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,056e3550-c90f-af4c-4705-bfba4f14ad0e,2023-02-22 06:03:01+00,2023-02-22 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0571bc65-ebe5-36af-b7d1-7e73b9e02508,2023-02-10 04:02:49+00,2023-02-10 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,057e3199-4cd9-dd1d-a206-0ad370bcbf1a,2023-06-17 07:02:44+00,2023-06-17 05:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05871f10-e4bc-db8c-2a8d-58012746cac5,2023-06-08 14:03:03+00,2023-06-08 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05a49de8-b778-b87f-8e34-44e616ef7863,2023-03-17 19:02:22+00,2023-03-17 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05acf0d9-576c-7cfb-718e-e8973072714b,2023-05-11 06:02:59+00,2023-05-11 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05c2d969-781a-dc21-f702-b1b6833496b4,2023-04-22 04:02:27+00,2023-04-22 02:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05c925c8-9f8b-968c-c445-ee96a2a52591,2023-05-22 00:03:05+00,2023-05-21 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05ca4b52-33dc-98ce-8152-dcf037ac0821,2023-02-06 00:03:15+00,2023-02-05 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05d70190-779e-b170-9479-96b25c2d1ab2,2023-02-15 00:03:21+00,2023-02-14 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05d97845-f4cb-31d1-9521-a92ed10e252a,2023-03-03 19:03:15+00,2023-03-03 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,05eba94f-9bb3-fbee-58a7-9bb2a0d9ad3b,2023-02-14 20:03:15+00,2023-02-14 18:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,061e73d2-ca3a-46ac-93a1-d369a637b658,2023-05-06 18:02:34+00,2023-05-06 16:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,062ae827-50f2-7e6a-1b49-a186a9bd4d02,2023-05-04 00:02:22+00,2023-05-03 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,063946af-952b-8794-520b-7086aacc596c,2023-02-06 16:03:26+00,2023-02-06 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,063fcbe5-2b65-1d4f-5f46-4c41fa2fc33e,2023-06-14 12:02:54+00,2023-06-14 10:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0657f68d-8fe6-f389-f670-4ac7a09bbdc9,2023-03-26 01:02:52+00,2023-03-25 23:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06635310-bb4d-8650-1984-d4873de7f649,2023-05-18 13:02:31+00,2023-05-18 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06720381-7c18-bc61-801c-9e9a0de96485,2023-05-06 14:02:28+00,2023-05-06 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0674c136-d593-0ade-5216-1613f410dedb,2023-06-06 16:03:14+00,2023-06-06 14:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,067503c8-2fbc-10ba-2f82-842e1453a40d,2023-03-01 05:03:09+00,2023-03-01 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06866c2a-7f37-0c7d-d690-abfd5f49fe3c,2023-04-28 10:02:15+00,2023-04-28 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06942265-c4f4-add6-25ba-11f921b21cc2,2023-04-04 07:03:22+00,2023-04-04 05:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06af7303-554a-2487-d7f1-2850e77fe3a1,2023-03-03 18:02:41+00,2023-03-03 16:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06cfe27b-50f6-c163-1506-16ce04e218c7,2023-06-15 15:02:55+00,2023-06-15 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06d17cc6-1060-481a-99c3-ef354be5870e,2023-02-17 05:03:15+00,2023-02-17 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06d40a15-5499-04ff-3acd-d0488113f012,2023-06-18 19:03:06+00,2023-06-18 17:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06d447e7-0fc6-1b95-5750-6777d2eb0145,2023-04-02 00:03:24+00,2023-04-01 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06daa1a1-b5ac-c1a7-3461-51444b657b68,2023-02-14 00:03:16+00,2023-02-13 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06e5cd66-1aa4-224d-670a-498f6f1c442d,2023-03-02 05:03:12+00,2023-03-02 03:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06e636f0-acb8-6a27-f70d-f67e577776d6,2023-02-17 09:03:44+00,2023-02-17 07:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06f29a0e-8587-29cf-9f66-79bdc3061450,2023-03-31 02:03:10+00,2023-03-31 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06faf710-2c3f-d09d-1f69-420838eb59e2,2023-03-02 00:03:11+00,2023-03-01 22:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,06fb0f5a-9b21-c514-5254-b42c3f02b01f,2023-05-09 13:02:58+00,2023-05-09 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0708eda1-c30b-45b7-357b-c5632b6ec199,2023-06-04 06:03:11+00,2023-06-04 04:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,070ac175-f8cf-0d39-7593-e089eb7d7de3,2023-05-30 18:03:18+00,2023-05-30 16:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0741818b-5925-fd95-eade-6a0ca84d3ef5,2023-05-06 21:02:26+00,2023-05-06 19:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,07448c73-362e-bcba-6aa1-1fff1a8091dc,2023-05-09 21:02:43+00,2023-05-09 19:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,074715f7-1e9c-cd15-7e9f-8aaeff48e631,2023-06-01 03:02:57+00,2023-06-01 01:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0751198a-4d42-cbfa-fe65-39ca2cb92b39,2023-02-05 10:02:56+00,2023-02-05 08:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,075d0b0e-a320-df57-2f9f-6278bbddab8a,2023-03-10 22:03:17+00,2023-03-10 20:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,076576a1-92c2-3cb0-7cf1-63df89a6e586,2023-06-07 13:03:10+00,2023-06-07 11:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0767fdf0-7f11-f3cc-f576-7b684fd5beab,2023-05-20 02:02:23+00,2023-05-20 00:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0776de5b-0231-6f9b-8c20-57f337489a98,2023-02-07 15:03:18+00,2023-02-07 13:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,07920b09-3f2a-b0b7-bed7-6b267afed7f3,2023-06-07 14:03:14+00,2023-06-07 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0795ef2f-ff88-c64c-b8aa-93cf329c5a36,2023-03-02 09:02:50+00,2023-03-02 07:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0797c615-b13c-a15b-86ea-cadcdd45478c,2023-03-17 14:02:22+00,2023-03-17 12:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,079cd8bc-ff2a-fee2-c810-5e61c12e5eb2,2023-04-25 18:02:37+00,2023-04-25 16:00:00+00
116,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,07b726a6-9bdf-7250-5b15-3bf56a4bd6e4,2023-03-28 23:02:31+00,2023-03-28 21:00:00+00
