total_qty,uom,guid,createdAt,startdatetime
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00d21045-84bd-c795-51f1-fc744c69d6bc,2023-05-10 10:01:32+00,2023-05-10 08:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00d578d4-c106-7a50-1698-4becfe96dd94,2023-05-30 14:01:44+00,2023-05-30 12:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00d79d0b-e5f1-80ef-2c56-d3faf40c8133,2023-04-20 18:01:49+00,2023-04-20 16:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00d7f64a-61d4-1388-6b05-7fadb5fde13f,2023-04-23 05:01:27+00,2023-04-23 03:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,00e44d4a-804c-ccde-3b29-48ed4c2f811f,2023-06-07 13:02:05+00,2023-06-07 11:00:00+00
192,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,010e41cf-ebd4-04d9-fb0e-9bc86dba12d9,2023-03-27 15:01:29+00,2023-03-27 13:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01304c80-13eb-e230-9e9e-1c6726f4634f,2023-05-22 13:01:42+00,2023-05-22 11:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,0169eb27-fb3c-afb2-1cd1-b16fad49fa72,2023-06-17 10:01:48+00,2023-06-17 08:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01831a2d-fa58-dc12-c22b-936e1c8b2d38,2023-05-16 17:01:45+00,2023-05-16 15:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01a1c7a1-bafe-4113-6306-e59a220a10bf,2023-06-14 13:01:46+00,2023-06-14 11:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01b3aa2c-faa3-41e0-22d8-f0ffcf64a6ff,2023-06-20 14:02:22+00,2023-06-20 12:00:00+00
128,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01c033c5-c2f5-f10d-1642-702df3d41504,2023-02-27 22:01:31+00,2023-02-27 20:00:00+00
192,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,01f26b9b-873d-762f-3b8d-6f83b851e88b,2023-04-13 14:02:30+00,2023-04-13 12:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,025c8914-3f5d-3e40-c8c8-e2bf7d8a52c5,2023-04-30 06:01:44+00,2023-04-30 04:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02a85490-7df6-fd52-2055-353f7bcac975,2023-04-29 17:01:24+00,2023-04-29 15:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02e43908-b526-efc9-1268-aeb37904d8a5,2023-06-12 17:02:00+00,2023-06-12 15:00:00+00
208,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,02f3b679-18c1-64bf-8fcb-f02ac73b3879,2023-04-22 15:01:55+00,2023-04-22 13:00:00+00
192,DRAAS_DIAMOND_GB_MEMORY_US_EAST_1,03265ecb-fc31-1c94-3c90-7a40492e48ea,2023-04-15 20:01:46+00,2023-04-15 18:00:00+00
